ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,star_rating,number_of_guests,is_superhost,number_of_reviews,cleaning_fee,host_rating,n_reviews,n_safety_features,n_amenities,n_house_rules,n_comments,n_ad_description,latitude,longitude,price,minimum_stay
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,800.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,400.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
30493854,2.0,3,3,5.0,6,false,7,160.0,4.86,7,1,37,3,7,11,-27.13426,-48.59919,650.0,5
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,599.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,599.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
46550704,2.0,2,2,4.5,5,false,3,200.0,4.67,4,1,34,3,4,17,-27.13098,-48.60135,449.0,4
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,780.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
